datenum,year,month,day,datetime,data_mean_global,data_mean_nh,data_mean_sh
824427,2257,3,15,15-Mar-2257 00:00:00,1512.57921108717,1515.97028380342,1509.18813837092
824458,2257,4,15,15-Apr-2257 00:00:00,1511.9093109857,1514.9062418256,1508.9123801458
824488,2257,5,15,15-May-2257 00:00:00,1510.14267657016,1511.49582055455,1508.78953258576
824519,2257,6,15,15-Jun-2257 00:00:00,1507.14095868953,1505.26150590775,1509.02041147131
824549,2257,7,15,15-Jul-2257 00:00:00,1504.89571688676,1500.1580991985,1509.63333457503
824580,2257,8,15,15-Aug-2257 00:00:00,1504.64980776555,1499.43377671356,1509.86583881753
824611,2257,9,15,15-Sep-2257 00:00:00,1505.86097831694,1501.93245953052,1509.78949710336
824641,2257,10,15,15-Oct-2257 00:00:00,1508.42593263997,1506.92953591833,1509.92232936162
824672,2257,11,15,15-Nov-2257 00:00:00,1510.58449206037,1511.47521589177,1509.69376822896
824702,2257,12,15,15-Dec-2257 00:00:00,1511.70640659102,1514.1074126799,1509.30540050213
824733,2258,1,15,15-Jan-2258 00:00:00,1512.4746514345,1515.41659046068,1509.53271240833
824764,2258,2,15,15-Feb-2258 00:00:00,1512.4093198485,1515.69339087645,1509.12524882054
824792,2258,3,15,15-Mar-2258 00:00:00,1511.96774848382,1515.35855518755,1508.57694178008
824823,2258,4,15,15-Apr-2258 00:00:00,1511.29740343851,1514.29415492214,1508.30065195488
824853,2258,5,15,15-May-2258 00:00:00,1509.53070710012,1510.8838717589,1508.17754244135
824884,2258,6,15,15-Jun-2258 00:00:00,1506.529315343,1504.65018916232,1508.40844152368
824914,2258,7,15,15-Jul-2258 00:00:00,1504.28454049777,1499.54740028051,1509.02168071502
824945,2258,8,15,15-Aug-2258 00:00:00,1504.03922568275,1498.82354786999,1509.2549034955
824976,2258,9,15,15-Sep-2258 00:00:00,1505.25133733046,1501.32302789766,1509.17964676326
825006,2258,10,15,15-Oct-2258 00:00:00,1507.81745545059,1506.32109965841,1509.31381124276
825037,2258,11,15,15-Nov-2258 00:00:00,1509.97740233962,1510.86797850803,1509.08682617122
825067,2258,12,15,15-Dec-2258 00:00:00,1511.10088992629,1513.50163420116,1508.70014565142
825098,2259,1,15,15-Jan-2259 00:00:00,1511.87074081317,1514.81239044118,1508.92909118516
825129,2259,2,15,15-Feb-2259 00:00:00,1511.80706232469,1515.09083595091,1508.52328869848
825157,2259,3,15,15-Mar-2259 00:00:00,1511.36705343321,1514.75758791886,1507.97651894756
825188,2259,4,15,15-Apr-2259 00:00:00,1510.69807578357,1513.69464372688,1507.70150784025
825218,2259,5,15,15-May-2259 00:00:00,1508.93255946637,1510.28574528182,1507.57937365093
825249,2259,6,15,15-Jun-2259 00:00:00,1505.93205340913,1504.05326144854,1507.81084536971
825279,2259,7,15,15-Jul-2259 00:00:00,1503.68750487372,1498.95085326599,1508.42415648145
825310,2259,8,15,15-Aug-2259 00:00:00,1503.44164840326,1498.22633207015,1508.65696473638
825341,2259,9,15,15-Sep-2259 00:00:00,1504.65275008518,1500.72465488983,1508.58084528052
825371,2259,10,15,15-Oct-2259 00:00:00,1507.21743650443,1505.72112259654,1508.71375041233
825402,2259,11,15,15-Nov-2259 00:00:00,1509.37570584041,1510.26613090111,1508.48528077971
825432,2259,12,15,15-Dec-2259 00:00:00,1510.49740593867,1512.89788229188,1508.09692958546
825463,2260,1,15,15-Jan-2260 00:00:00,1511.26537816402,1514.20673167098,1508.32402465706
825494,2260,2,15,15-Feb-2260 00:00:00,1511.19991905513,1514.4833883708,1507.91644973947
825523,2260,3,15,15-Mar-2260 00:00:00,1510.75826161679,1514.14851756057,1507.36800567301
825554,2260,4,15,15-Apr-2260 00:00:00,1510.08783549601,1513.08421563526,1507.09145535676
825584,2260,5,15,15-May-2260 00:00:00,1508.32125354726,1509.67446101086,1506.96804608366
825615,2260,6,15,15-Jun-2260 00:00:00,1505.32013014863,1503.44168017226,1507.19858012499
825645,2260,7,15,15-Jul-2260 00:00:00,1503.07521389433,1498.3390622468,1507.81136554186
825676,2260,8,15,15-Aug-2260 00:00:00,1502.82928705853,1497.61434060243,1508.04423351462
825707,2260,9,15,15-Sep-2260 00:00:00,1504.04087550722,1500.11299952618,1507.96875148825
825737,2260,10,15,15-Oct-2260 00:00:00,1506.60646062872,1505.1101895781,1508.10273167933
825768,2260,11,15,15-Nov-2260 00:00:00,1508.7660243579,1509.65629480058,1507.87575391522
825798,2260,12,15,15-Dec-2260 00:00:00,1509.88935740137,1512.28955960895,1507.48915519378
825829,2261,1,15,15-Jan-2261 00:00:00,1510.65912443453,1513.60017522322,1507.71807364584
825860,2261,2,15,15-Feb-2261 00:00:00,1510.59561869258,1513.87877691801,1507.31246046714
825888,2261,3,15,15-Mar-2261 00:00:00,1510.15591212214,1513.54588331847,1506.76594092581
825919,2261,4,15,15-Apr-2261 00:00:00,1509.48730776473,1512.48349591586,1506.4911196136
825949,2261,5,15,15-May-2261 00:00:00,1507.72240918788,1509.07563878193,1506.36917959383
825980,2261,6,15,15-Jun-2261 00:00:00,1504.72270155581,1502.84460118266,1506.60080192895
826010,2261,7,15,15-Jul-2261 00:00:00,1502.4785342464,1497.74289369758,1507.21417479521
826041,2261,8,15,15-Aug-2261 00:00:00,1502.23255315645,1497.01798481779,1507.4471214951
826072,2261,9,15,15-Sep-2261 00:00:00,1503.4435595123,1499.51590762941,1507.37121139519
826102,2261,10,15,15-Oct-2261 00:00:00,1506.0080683076,1504.51184106907,1507.50429554614
826133,2261,11,15,15-Nov-2261 00:00:00,1508.16623317652,1509.05634555647,1507.27612079656
826163,2261,12,15,15-Dec-2261 00:00:00,1509.2879747193,1511.68789667363,1506.88805276498
826194,2262,1,15,15-Jan-2262 00:00:00,1510.05596553377,1512.9967070698,1507.11522399774
826225,2262,2,15,15-Feb-2262 00:00:00,1509.99068326255,1513.27352368265,1506.70784284245
826253,2262,3,15,15-Mar-2262 00:00:00,1509.5492237587,1512.93890406111,1506.1595434563
826284,2262,4,15,15-Apr-2262 00:00:00,1508.87894896265,1511.87494098147,1505.88295694384
826314,2262,5,15,15-May-2262 00:00:00,1507.11264119168,1508.46589339388,1505.75938898947
826345,2262,6,15,15-Jun-2262 00:00:00,1504.11184184416,1502.23409862067,1505.98958506765
826375,2262,7,15,15-Jul-2262 00:00:00,1501.86668070151,1497.13156228385,1506.60179911917
826406,2262,8,15,15-Aug-2262 00:00:00,1501.61984648052,1496.40566442124,1506.83402853981
826437,2262,9,15,15-Sep-2262 00:00:00,1502.83044378703,1498.90302083961,1506.75786673446
826467,2262,10,15,15-Oct-2262 00:00:00,1505.39486702017,1503.89868453944,1506.8910495009
826498,2262,11,15,15-Nov-2262 00:00:00,1507.55328070581,1508.44323161114,1506.66332980049
826528,2262,12,15,15-Dec-2262 00:00:00,1508.67557362799,1511.07520927958,1506.2759379764
826559,2263,1,15,15-Jan-2263 00:00:00,1509.44426234513,1512.38468828259,1506.50383640766
826590,2263,2,15,15-Feb-2263 00:00:00,1509.37984755556,1512.66236364893,1506.0973314622
826618,2263,3,15,15-Mar-2263 00:00:00,1508.93928540929,1512.32866884859,1505.54990196999
826649,2263,4,15,15-Apr-2263 00:00:00,1508.26983353352,1511.26562539536,1505.27404167168
826679,2263,5,15,15-May-2263 00:00:00,1506.50429224258,1507.85756751686,1505.15101696831
826710,2263,6,15,15-Jun-2263 00:00:00,1503.50409590229,1501.62671715721,1505.38147464736
826740,2263,7,15,15-Jul-2263 00:00:00,1501.2589857707,1496.52440019838,1505.99357134302
826771,2263,8,15,15-Aug-2263 00:00:00,1501.01153273737,1495.79774488396,1506.22532059077
826802,2263,9,15,15-Sep-2263 00:00:00,1502.2211164185,1498.29392710432,1506.14830573268
826832,2263,10,15,15-Oct-2263 00:00:00,1504.78415367599,1503.28801687149,1506.28029048049
826863,2263,11,15,15-Nov-2263 00:00:00,1506.94097994612,1507.83076606335,1506.0511938289
826893,2263,12,15,15-Dec-2263 00:00:00,1508.06161133903,1510.46095481293,1505.66226786514
826924,2264,1,15,15-Jan-2264 00:00:00,1508.8285654807,1511.76866978785,1505.88846117355
826955,2264,2,15,15-Feb-2264 00:00:00,1508.76252528977,1512.04471085785,1505.4803397217
826984,2264,3,15,15-Mar-2264 00:00:00,1508.32046466513,1511.70954556766,1504.93138376261
827015,2264,4,15,15-Apr-2264 00:00:00,1507.64969461634,1510.64528249579,1504.65410673689
827045,2264,5,15,15-May-2264 00:00:00,1505.88319348798,1507.23649227528,1504.52989470067
827076,2264,6,15,15-Jun-2264 00:00:00,1502.88244625681,1501.00543895608,1504.75945355754
827106,2264,7,15,15-Jul-2264 00:00:00,1500.63695792133,1495.90291537813,1505.37100046452
827137,2264,8,15,15-Aug-2264 00:00:00,1500.38933770673,1495.17595159329,1505.60272382017
827168,2264,9,15,15-Sep-2264 00:00:00,1501.59929343935,1497.67234222363,1505.52624465506
827198,2264,10,15,15-Oct-2264 00:00:00,1504.16310984565,1502.66701959036,1505.65920010095
827229,2264,11,15,15-Nov-2264 00:00:00,1506.32111898667,1507.21073716635,1505.43150080699
827259,2264,12,15,15-Dec-2264 00:00:00,1507.44328917992,1509.84233489199,1505.04424346784
827290,2265,1,15,15-Jan-2265 00:00:00,1508.21196193837,1511.15173877196,1505.27218510478
827321,2265,2,15,15-Feb-2265 00:00:00,1508.14782757694,1511.42967661486,1504.86597853902
827349,2265,3,15,15-Mar-2265 00:00:00,1507.70770088824,1511.09647375762,1504.31892801887
