datenum,year,month,day,datetime,data_mean_global,data_mean_nh,data_mean_sh
95831.5,262,5,17,17-May-0262 12:00:00,281.650665283203,283.15771484375,280.143615722656
95862,262,6,17,17-Jun-0262 00:00:00,280.917297363281,281.642700195312,280.19189453125
95892.5,262,7,17,17-Jul-0262 12:00:00,279.276733398438,278.360656738281,280.192840576172
95923.5,262,8,17,17-Aug-0262 12:00:00,277.673034667969,275.298980712891,280.047088623047
95954,262,9,17,17-Sep-0262 00:00:00,277.631744384766,275.395324707031,279.868194580078
95984.5,262,10,17,17-Oct-0262 12:00:00,278.666625976562,277.502502441406,279.830749511719
96015,262,11,17,17-Nov-0262 00:00:00,279.668670654297,279.379241943359,279.958099365234
96045.5,262,12,17,17-Dec-0262 12:00:00,280.302917480469,280.619110107422,279.986755371094
96076.5,263,1,17,17-Jan-0263 12:00:00,280.759979248047,281.439208984375,280.080749511719
96106,263,2,16,16-Feb-0263 00:00:00,281.139343261719,282.091705322266,280.18701171875
96135.5,263,3,17,17-Mar-0263 12:00:00,281.477478027344,282.730438232422,280.224548339844
96166,263,4,17,17-Apr-0263 00:00:00,281.714263916016,283.261260986328,280.167266845703
96196.5,263,5,17,17-May-0263 12:00:00,281.654815673828,283.161865234375,280.147766113281
96227,263,6,17,17-Jun-0263 00:00:00,280.919464111328,281.644866943359,280.194061279297
96257.5,263,7,17,17-Jul-0263 12:00:00,279.277191162109,278.361083984375,280.193267822266
96288.5,263,8,17,17-Aug-0263 12:00:00,277.672149658203,275.298095703125,280.046203613281
96319,263,9,17,17-Sep-0263 00:00:00,277.630004882812,275.3935546875,279.866424560547
96349.5,263,10,17,17-Oct-0263 12:00:00,278.664367675781,277.500244140625,279.828491210938
96380,263,11,17,17-Nov-0263 00:00:00,279.666259765625,279.376831054688,279.955688476562
96410.5,263,12,17,17-Dec-0263 12:00:00,280.300689697266,280.616882324219,279.984497070312
96441.5,264,1,17,17-Jan-0264 12:00:00,280.758178710938,281.437408447266,280.078948974609
96471.5,264,2,16,16-Feb-0264 12:00:00,281.13818359375,282.090515136719,280.185852050781
96501.5,264,3,17,17-Mar-0264 12:00:00,281.477111816406,282.730072021484,280.224182128906
96532,264,4,17,17-Apr-0264 00:00:00,281.71484375,283.261810302734,280.167846679688
96562.5,264,5,17,17-May-0264 12:00:00,281.656372070312,283.163421630859,280.149322509766
96593,264,6,17,17-Jun-0264 00:00:00,280.922058105469,281.6474609375,280.196655273438
96623.5,264,7,17,17-Jul-0264 12:00:00,279.280822753906,278.364715576172,280.196899414062
96654.5,264,8,17,17-Aug-0264 12:00:00,277.6767578125,275.302703857422,280.050811767578
96685,264,9,17,17-Sep-0264 00:00:00,277.635467529297,275.399047851562,279.871917724609
96715.5,264,10,17,17-Oct-0264 12:00:00,278.670654296875,277.506530761719,279.834777832031
96746,264,11,17,17-Nov-0264 00:00:00,279.673248291016,279.383819580078,279.962677001953
96776.5,264,12,17,17-Dec-0264 12:00:00,280.308319091797,280.624481201172,279.992126464844
96807.5,265,1,17,17-Jan-0265 12:00:00,280.766357421875,281.445587158203,280.087127685547
96837,265,2,16,16-Feb-0265 00:00:00,281.146850585938,282.099212646484,280.194519042969
96866.5,265,3,17,17-Mar-0265 12:00:00,281.486236572266,282.739166259766,280.233276367188
96897,265,4,17,17-Apr-0265 00:00:00,281.724334716797,283.271331787109,280.177337646484
96927.5,265,5,17,17-May-0265 12:00:00,281.666198730469,283.173248291016,280.159149169922
96958,265,6,17,17-Jun-0265 00:00:00,280.932159423828,281.657562255859,280.206756591797
96988.5,265,7,17,17-Jul-0265 12:00:00,279.291168212891,278.375091552734,280.207275390625
97019.5,265,8,17,17-Aug-0265 12:00:00,277.687316894531,275.313262939453,280.061370849609
97050,265,9,17,17-Sep-0265 00:00:00,277.646209716797,275.409759521484,279.882629394531
97080.5,265,10,17,17-Oct-0265 12:00:00,278.681518554688,277.517395019531,279.845642089844
97111,265,11,17,17-Nov-0265 00:00:00,279.684234619141,279.394805908203,279.973663330078
97141.5,265,12,17,17-Dec-0265 12:00:00,280.319396972656,280.635589599609,280.003204345703
97172.5,266,1,17,17-Jan-0266 12:00:00,280.777496337891,281.456726074219,280.098297119141
97202,266,2,16,16-Feb-0266 00:00:00,281.158050537109,282.110382080078,280.205718994141
97231.5,266,3,17,17-Mar-0266 12:00:00,281.497436523438,282.750366210938,280.244506835938
97262,266,4,17,17-Apr-0266 00:00:00,281.735534667969,283.282501220703,280.188537597656
97292.5,266,5,17,17-May-0266 12:00:00,281.677368164062,283.184417724609,280.170318603516
97323,266,6,17,17-Jun-0266 00:00:00,280.943298339844,281.668701171875,280.217895507812
97353.5,266,7,17,17-Jul-0266 12:00:00,279.302215576172,278.386138916016,280.218322753906
97384.5,266,8,17,17-Aug-0266 12:00:00,277.698272705078,275.32421875,280.072326660156
97415,266,9,17,17-Sep-0266 00:00:00,277.657073974609,275.420654296875,279.893524169922
97445.5,266,10,17,17-Oct-0266 12:00:00,278.692291259766,277.528167724609,279.856414794922
97476,266,11,17,17-Nov-0266 00:00:00,279.694915771484,279.405487060547,279.984344482422
97506.5,266,12,17,17-Dec-0266 12:00:00,280.330017089844,280.646179199219,280.013824462891
97537.5,267,1,17,17-Jan-0267 12:00:00,280.7880859375,281.46728515625,280.108856201172
97567,267,2,16,16-Feb-0267 00:00:00,281.168609619141,282.120971679688,280.216278076172
97596.5,267,3,17,17-Mar-0267 12:00:00,281.508056640625,282.761016845703,280.255126953125
97627,267,4,17,17-Apr-0267 00:00:00,281.746276855469,283.293273925781,280.199279785156
97657.5,267,5,17,17-May-0267 12:00:00,281.688323974609,283.195373535156,280.181274414062
97688,267,6,17,17-Jun-0267 00:00:00,280.954528808594,281.679931640625,280.229125976562
97718.5,267,7,17,17-Jul-0267 12:00:00,279.313873291016,278.397766113281,280.229949951172
97749.5,267,8,17,17-Aug-0267 12:00:00,277.71044921875,275.336395263672,280.084503173828
97780,267,9,17,17-Sep-0267 00:00:00,277.669860839844,275.433410644531,279.906311035156
97810.5,267,10,17,17-Oct-0267 12:00:00,278.705780029297,277.541687011719,279.869903564453
97841,267,11,17,17-Nov-0267 00:00:00,279.709167480469,279.419738769531,279.998596191406
97871.5,267,12,17,17-Dec-0267 12:00:00,280.344970703125,280.661163330078,280.028778076172
97902.5,268,1,17,17-Jan-0268 12:00:00,280.8037109375,281.482940673828,280.124481201172
97932.5,268,2,16,16-Feb-0268 12:00:00,281.184814453125,282.137145996094,280.232482910156
97962.5,268,3,17,17-Mar-0268 12:00:00,281.524658203125,282.777587890625,280.271697998047
97993,268,4,17,17-Apr-0268 00:00:00,281.763061523438,283.31005859375,280.216064453125
98023.5,268,5,17,17-May-0268 12:00:00,281.705047607422,283.212097167969,280.197998046875
98054,268,6,17,17-Jun-0268 00:00:00,280.970886230469,281.6962890625,280.245483398438
98084.5,268,7,17,17-Jul-0268 12:00:00,279.329498291016,278.413421630859,280.24560546875
98115.5,268,8,17,17-Aug-0268 12:00:00,277.724975585938,275.350921630859,280.099029541016
98146,268,9,17,17-Sep-0268 00:00:00,277.682830810547,275.446411132812,279.919281005859
98176.5,268,10,17,17-Oct-0268 12:00:00,278.716857910156,277.552734375,279.880981445312
98207,268,11,17,17-Nov-0268 00:00:00,279.718078613281,279.428649902344,280.007507324219
98237.5,268,12,17,17-Dec-0268 12:00:00,280.3515625,280.667755126953,280.035369873047
98268.5,269,1,17,17-Jan-0269 12:00:00,280.807952880859,281.487182617188,280.128723144531
98298,269,2,16,16-Feb-0269 00:00:00,281.186767578125,282.139099121094,280.234436035156
98327.5,269,3,17,17-Mar-0269 12:00:00,281.524505615234,282.777435302734,280.271545410156
98358,269,4,17,17-Apr-0269 00:00:00,281.761047363281,283.308044433594,280.214080810547
98388.5,269,5,17,17-May-0269 12:00:00,281.701629638672,283.208679199219,280.194580078125
98419,269,6,17,17-Jun-0269 00:00:00,280.966522216797,281.691925048828,280.241119384766
98449.5,269,7,17,17-Jul-0269 12:00:00,279.324798583984,278.40869140625,280.240875244141
98480.5,269,8,17,17-Aug-0269 12:00:00,277.720611572266,275.346557617188,280.094665527344
98511,269,9,17,17-Sep-0269 00:00:00,277.679656982422,275.443237304688,279.916107177734
98541.5,269,10,17,17-Oct-0269 12:00:00,278.715576171875,277.551452636719,279.879699707031
98572,269,11,17,17-Nov-0269 00:00:00,279.719268798828,279.429840087891,280.008697509766
98602.5,269,12,17,17-Dec-0269 12:00:00,280.355682373047,280.671875,280.039520263672
98633.5,270,1,17,17-Jan-0270 12:00:00,280.815277099609,281.494506835938,280.136077880859
98663,270,2,16,16-Feb-0270 00:00:00,281.197479248047,282.149810791016,280.2451171875
98692.5,270,3,17,17-Mar-0270 12:00:00,281.538543701172,282.79150390625,280.285614013672
98723,270,4,17,17-Apr-0270 00:00:00,281.7783203125,283.325317382812,280.231323242188
98753.5,270,5,17,17-May-0270 12:00:00,281.721801757812,283.228851318359,280.214752197266
98784,270,6,17,17-Jun-0270 00:00:00,280.989166259766,281.714569091797,280.263763427734
98814.5,270,7,17,17-Jul-0270 12:00:00,279.349304199219,278.433227539062,280.265411376953
98845.5,270,8,17,17-Aug-0270 12:00:00,277.746276855469,275.372222900391,280.120330810547
98876,270,9,17,17-Sep-0270 00:00:00,277.705596923828,275.469146728516,279.942016601562
98906.5,270,10,17,17-Oct-0270 12:00:00,278.740936279297,277.576812744141,279.905059814453
98937,270,11,17,17-Nov-0270 00:00:00,279.743347167969,279.453918457031,280.032775878906
98967.5,270,12,17,17-Dec-0270 12:00:00,280.3779296875,280.694122314453,280.061767578125
98998.5,271,1,17,17-Jan-0271 12:00:00,280.835266113281,281.514465332031,280.156036376953
99028,271,2,16,16-Feb-0271 00:00:00,281.21484375,282.167205810547,280.262512207031
99057.5,271,3,17,17-Mar-0271 12:00:00,281.553192138672,282.806121826172,280.300231933594
99088,271,4,17,17-Apr-0271 00:00:00,281.790161132812,283.337158203125,280.243194580078
99118.5,271,5,17,17-May-0271 12:00:00,281.73095703125,283.238006591797,280.223907470703
99149,271,6,17,17-Jun-0271 00:00:00,280.995880126953,281.721282958984,280.270477294922
99179.5,271,7,17,17-Jul-0271 12:00:00,279.353942871094,278.437835693359,280.27001953125
99210.5,271,8,17,17-Aug-0271 12:00:00,277.749328613281,275.375274658203,280.123382568359
99241,271,9,17,17-Sep-0271 00:00:00,277.707702636719,275.471252441406,279.944122314453
99271.5,271,10,17,17-Oct-0271 12:00:00,278.742736816406,277.57861328125,279.906860351562
99302,271,11,17,17-Nov-0271 00:00:00,279.745391845703,279.455963134766,280.034820556641
99332.5,271,12,17,17-Dec-0271 12:00:00,280.380645751953,280.696838378906,280.064453125
99363.5,272,1,17,17-Jan-0272 12:00:00,280.839019775391,281.518249511719,280.159790039062
99393.5,272,2,16,16-Feb-0272 12:00:00,281.219940185547,282.172302246094,280.267608642578
99423.5,272,3,17,17-Mar-0272 12:00:00,281.559814453125,282.812744140625,280.306854248047
99454,272,4,17,17-Apr-0272 00:00:00,281.798431396484,283.345428466797,280.251434326172
99484.5,272,5,17,17-May-0272 12:00:00,281.740844726562,283.247894287109,280.233795166016
99515,272,6,17,17-Jun-0272 00:00:00,281.007293701172,281.732696533203,280.281921386719
99545.5,272,7,17,17-Jul-0272 12:00:00,279.366760253906,278.45068359375,280.282867431641
99576.5,272,8,17,17-Aug-0272 12:00:00,277.763275146484,275.389221191406,280.137329101562
99607,272,9,17,17-Sep-0272 00:00:00,277.722412109375,275.485992431641,279.958862304688
99637.5,272,10,17,17-Oct-0272 12:00:00,278.757873535156,277.59375,279.921997070312
99668,272,11,17,17-Nov-0272 00:00:00,279.760620117188,279.47119140625,280.050048828125
99698.5,272,12,17,17-Dec-0272 12:00:00,280.395690917969,280.711883544922,280.079528808594
99729.5,273,1,17,17-Jan-0273 12:00:00,280.853668212891,281.532897949219,280.174468994141
99759,273,2,16,16-Feb-0273 00:00:00,281.234039306641,282.186370849609,280.281677246094
99788.5,273,3,17,17-Mar-0273 12:00:00,281.573181152344,282.826110839844,280.320220947266
99819,273,4,17,17-Apr-0273 00:00:00,281.811004638672,283.358001708984,280.264007568359
99849.5,273,5,17,17-May-0273 12:00:00,281.752593994141,283.259643554688,280.245544433594
99880,273,6,17,17-Jun-0273 00:00:00,281.018249511719,281.74365234375,280.292846679688
99910.5,273,7,17,17-Jul-0273 12:00:00,279.376953125,278.460845947266,280.293029785156
99941.5,273,8,17,17-Aug-0273 12:00:00,277.772827148438,275.398773193359,280.146881103516
99972,273,9,17,17-Sep-0273 00:00:00,277.731475830078,275.495056152344,279.967926025391
100002.5,273,10,17,17-Oct-0273 12:00:00,278.766632080078,277.602508544922,279.930725097656
100033,273,11,17,17-Nov-0273 00:00:00,279.769195556641,279.479766845703,280.058624267578
100063.5,273,12,17,17-Dec-0273 12:00:00,280.404235839844,280.720428466797,280.088073730469
100094.5,274,1,17,17-Jan-0274 12:00:00,280.862274169922,281.541473388672,280.183044433594
100124,274,2,16,16-Feb-0274 00:00:00,281.242736816406,282.195068359375,280.290405273438
100153.5,274,3,17,17-Mar-0274 12:00:00,281.582061767578,282.834991455078,280.3291015625
100184,274,4,17,17-Apr-0274 00:00:00,281.820068359375,283.367034912109,280.273071289062
100214.5,274,5,17,17-May-0274 12:00:00,281.761810302734,283.268859863281,280.254760742188
100245,274,6,17,17-Jun-0274 00:00:00,281.027618408203,281.753021240234,280.302215576172
100275.5,274,7,17,17-Jul-0274 12:00:00,279.386383056641,278.470306396484,280.302490234375
100306.5,274,8,17,17-Aug-0274 12:00:00,277.7822265625,275.408172607422,280.156280517578
100337,274,9,17,17-Sep-0274 00:00:00,277.740783691406,275.504333496094,279.977203369141
100367.5,274,10,17,17-Oct-0274 12:00:00,278.775665283203,277.611541748047,279.939788818359
100398,274,11,17,17-Nov-0274 00:00:00,279.777893066406,279.488464355469,280.067321777344
100428.5,274,12,17,17-Dec-0274 12:00:00,280.412506103516,280.728698730469,280.096343994141
100459.5,275,1,17,17-Jan-0275 12:00:00,280.870056152344,281.549285888672,280.190856933594
100489,275,2,16,16-Feb-0275 00:00:00,281.250030517578,282.202392578125,280.297698974609
100518.5,275,3,17,17-Mar-0275 12:00:00,281.588836669922,282.841796875,280.335906982422
100549,275,4,17,17-Apr-0275 00:00:00,281.826385498047,283.373382568359,280.279388427734
100579.5,275,5,17,17-May-0275 12:00:00,281.767700195312,283.274749755859,280.260650634766
100610,275,6,17,17-Jun-0275 00:00:00,281.033142089844,281.758544921875,280.307739257812
100640.5,275,7,17,17-Jul-0275 12:00:00,279.391662597656,278.475555419922,280.307739257812
100671.5,275,8,17,17-Aug-0275 12:00:00,277.787353515625,275.413299560547,280.161407470703
100702,275,9,17,17-Sep-0275 00:00:00,277.745910644531,275.509460449219,279.982330322266
100732.5,275,10,17,17-Oct-0275 12:00:00,278.780944824219,277.616821289062,279.945068359375
100763,275,11,17,17-Nov-0275 00:00:00,279.783477783203,279.494049072266,280.072906494141
100793.5,275,12,17,17-Dec-0275 12:00:00,280.418518066406,280.734680175781,280.102325439453
100824.5,276,1,17,17-Jan-0276 12:00:00,280.876586914062,281.555786132812,280.197357177734
100854.5,276,2,16,16-Feb-0276 12:00:00,281.257141113281,282.20947265625,280.304809570312
100884.5,276,3,17,17-Mar-0276 12:00:00,281.596588134766,282.849548339844,280.343658447266
100915,276,4,17,17-Apr-0276 00:00:00,281.834808349609,283.381805419922,280.287811279297
100945.5,276,5,17,17-May-0276 12:00:00,281.77685546875,283.283905029297,280.269805908203
100976,276,6,17,17-Jun-0276 00:00:00,281.04296875,281.768371582031,280.317565917969
101006.5,276,7,17,17-Jul-0276 12:00:00,279.402191162109,278.486083984375,280.318267822266
101037.5,276,8,17,17-Aug-0276 12:00:00,277.798522949219,275.424468994141,280.172576904297
101068,276,9,17,17-Sep-0276 00:00:00,277.757629394531,275.521209716797,279.994079589844
101098.5,276,10,17,17-Oct-0276 12:00:00,278.793182373047,277.629058837891,279.957305908203
101129,276,11,17,17-Nov-0276 00:00:00,279.796112060547,279.506683349609,280.085540771484
101159.5,276,12,17,17-Dec-0276 12:00:00,280.431427001953,280.747619628906,280.115234375
101190.5,277,1,17,17-Jan-0277 12:00:00,280.8896484375,281.568878173828,280.21044921875
101220,277,2,16,16-Feb-0277 00:00:00,281.270263671875,282.222595214844,280.317901611328
101249.5,277,3,17,17-Mar-0277 12:00:00,281.609588623047,282.862548828125,280.356658935547
101280,277,4,17,17-Apr-0277 00:00:00,281.847534179688,283.39453125,280.300537109375
101310.5,277,5,17,17-May-0277 12:00:00,281.789093017578,283.296142578125,280.282043457031
101341,277,6,17,17-Jun-0277 00:00:00,281.054595947266,281.779998779297,280.329193115234
101371.5,277,7,17,17-Jul-0277 12:00:00,279.412933349609,278.496856689453,280.329040527344
101402.5,277,8,17,17-Aug-0277 12:00:00,277.808227539062,275.434173583984,280.182281494141
101433,277,9,17,17-Sep-0277 00:00:00,277.766021728516,275.529602050781,280.002471923828
101463.5,277,10,17,17-Oct-0277 12:00:00,278.800048828125,277.635925292969,279.964141845703
101494,277,11,17,17-Nov-0277 00:00:00,279.80126953125,279.511840820312,280.090698242188
101524.5,277,12,17,17-Dec-0277 12:00:00,280.434783935547,280.7509765625,280.118591308594
101555.5,278,1,17,17-Jan-0278 12:00:00,280.891204833984,281.570404052734,280.211975097656
101585,278,2,16,16-Feb-0278 00:00:00,281.27001953125,282.222351074219,280.317687988281
101614.5,278,3,17,17-Mar-0278 12:00:00,281.607727050781,282.860656738281,280.354766845703
101645,278,4,17,17-Apr-0278 00:00:00,281.844207763672,283.391204833984,280.297210693359
101675.5,278,5,17,17-May-0278 12:00:00,281.784606933594,283.291656494141,280.277557373047
101706,278,6,17,17-Jun-0278 00:00:00,281.049255371094,281.774658203125,280.323852539062
101736.5,278,7,17,17-Jul-0278 12:00:00,279.407165527344,278.491088867188,280.323272705078
101767.5,278,8,17,17-Aug-0278 12:00:00,277.802520751953,275.428466796875,280.176574707031
101798,278,9,17,17-Sep-0278 00:00:00,277.760955810547,275.524536132812,279.997406005859
101828.5,278,10,17,17-Oct-0278 12:00:00,278.796234130859,277.632110595703,279.960357666016
101859,278,11,17,17-Nov-0278 00:00:00,279.799224853516,279.509796142578,280.088653564453
101889.5,278,12,17,17-Dec-0278 12:00:00,280.434906005859,280.751098632812,280.118743896484
101920.5,279,1,17,17-Jan-0279 12:00:00,280.893768310547,281.572998046875,280.214538574219
101950,279,2,16,16-Feb-0279 00:00:00,281.275177001953,282.227508544922,280.322845458984
101979.5,279,3,17,17-Mar-0279 12:00:00,281.615478515625,282.868408203125,280.362518310547
102010,279,4,17,17-Apr-0279 00:00:00,281.854431152344,283.401428222656,280.307464599609
102040.5,279,5,17,17-May-0279 12:00:00,281.797088623047,283.304138183594,280.2900390625
102071,279,6,17,17-Jun-0279 00:00:00,281.063629150391,281.789031982422,280.338226318359
102101.5,279,7,17,17-Jul-0279 12:00:00,279.422973632812,278.506866455078,280.339080810547
102132.5,279,8,17,17-Aug-0279 12:00:00,277.819122314453,275.445068359375,280.193176269531
102163,279,9,17,17-Sep-0279 00:00:00,277.777618408203,275.541168212891,280.014038085938
102193.5,279,10,17,17-Oct-0279 12:00:00,278.812072753906,277.64794921875,279.976196289062
102224,279,11,17,17-Nov-0279 00:00:00,279.813537597656,279.524108886719,280.102966308594
102254.5,279,12,17,17-Dec-0279 12:00:00,280.447082519531,280.763275146484,280.130889892578
102285.5,280,1,17,17-Jan-0280 12:00:00,280.9033203125,281.582550048828,280.22412109375
102315.5,280,2,16,16-Feb-0280 12:00:00,281.281829833984,282.234191894531,280.329498291016
102345.5,280,3,17,17-Mar-0280 12:00:00,281.619079589844,282.872039794922,280.366149902344
102376,280,4,17,17-Apr-0280 00:00:00,281.855010986328,283.402008056641,280.308013916016
102406.5,280,5,17,17-May-0280 12:00:00,281.794769287109,283.301818847656,280.287719726562
102437,280,6,17,17-Jun-0280 00:00:00,281.058715820312,281.784118652344,280.333312988281
102467.5,280,7,17,17-Jul-0280 12:00:00,279.415924072266,278.499816894531,280.332000732422
102498.5,280,8,17,17-Aug-0280 12:00:00,277.810516357422,275.436492919922,280.1845703125
102529,280,9,17,17-Sep-0280 00:00:00,277.768249511719,275.531829833984,280.004699707031
102559.5,280,10,17,17-Oct-0280 12:00:00,278.802856445312,277.638732910156,279.966979980469
102590,280,11,17,17-Nov-0280 00:00:00,279.805236816406,279.515808105469,280.094665527344
102620.5,280,12,17,17-Dec-0280 12:00:00,280.440460205078,280.756622314453,280.124267578125
102651.5,281,1,17,17-Jan-0281 12:00:00,280.898895263672,281.578094482422,280.219665527344
102681,281,2,16,16-Feb-0281 00:00:00,281.279998779297,282.232330322266,280.327667236328
102710.5,281,3,17,17-Mar-0281 12:00:00,281.6201171875,282.873046875,280.367156982422
102741,281,4,17,17-Apr-0281 00:00:00,281.859039306641,283.406036376953,280.312042236328
102771.5,281,5,17,17-May-0281 12:00:00,281.8017578125,283.308807373047,280.294708251953
102802,281,6,17,17-Jun-0281 00:00:00,281.068542480469,281.7939453125,280.343139648438
102832.5,281,7,17,17-Jul-0281 12:00:00,279.428253173828,278.512176513672,280.344360351562
102863.5,281,8,17,17-Aug-0281 12:00:00,277.824951171875,275.450897216797,280.199005126953
102894,281,9,17,17-Sep-0281 00:00:00,277.7841796875,275.547729492188,280.020599365234
102924.5,281,10,17,17-Oct-0281 12:00:00,278.819549560547,277.655426025391,279.983673095703
102955,281,11,17,17-Nov-0281 00:00:00,279.822021484375,279.532592773438,280.111450195312
102985.5,281,12,17,17-Dec-0281 12:00:00,280.456695556641,280.772888183594,280.140502929688
103016.5,282,1,17,17-Jan-0282 12:00:00,280.914123535156,281.593322753906,280.234893798828
103046,282,2,16,16-Feb-0282 00:00:00,281.293792724609,282.246154785156,280.341461181641
103075.5,282,3,17,17-Mar-0282 12:00:00,281.632202148438,282.885131835938,280.379241943359
103106,282,4,17,17-Apr-0282 00:00:00,281.869201660156,283.416198730469,280.322204589844
103136.5,282,5,17,17-May-0282 12:00:00,281.809906005859,283.316955566406,280.302856445312
103167,282,6,17,17-Jun-0282 00:00:00,281.074676513672,281.800079345703,280.349273681641
103197.5,282,7,17,17-Jul-0282 12:00:00,279.432464599609,278.516357421875,280.348541259766
103228.5,282,8,17,17-Aug-0282 12:00:00,277.827423095703,275.453399658203,280.201477050781
103259,282,9,17,17-Sep-0282 00:00:00,277.785247802734,275.548797607422,280.021697998047
103289.5,282,10,17,17-Oct-0282 12:00:00,278.819610595703,277.655487060547,279.983734130859
103320,282,11,17,17-Nov-0282 00:00:00,279.821472167969,279.532043457031,280.110900878906
103350.5,282,12,17,17-Dec-0282 12:00:00,280.455902099609,280.772094726562,280.139709472656
103381.5,283,1,17,17-Jan-0283 12:00:00,280.913360595703,281.592590332031,280.234161376953
103411,283,2,16,16-Feb-0283 00:00:00,281.293334960938,282.245697021484,280.341003417969
103440.5,283,3,17,17-Mar-0283 12:00:00,281.632202148438,282.885162353516,280.379272460938
103471,283,4,17,17-Apr-0283 00:00:00,281.869812011719,283.416809082031,280.322845458984
103501.5,283,5,17,17-May-0283 12:00:00,281.811218261719,283.318267822266,280.304168701172
103532,283,6,17,17-Jun-0283 00:00:00,281.076690673828,281.802093505859,280.351287841797
103562.5,283,7,17,17-Jul-0283 12:00:00,279.435150146484,278.51904296875,280.351226806641
103593.5,283,8,17,17-Aug-0283 12:00:00,277.830688476562,275.456634521484,280.204742431641
103624,283,9,17,17-Sep-0283 00:00:00,277.788940429688,275.552490234375,280.025360107422
103654.5,283,10,17,17-Oct-0283 12:00:00,278.823516845703,277.659393310547,279.987640380859
103685,283,11,17,17-Nov-0283 00:00:00,279.825408935547,279.535980224609,280.114837646484
103715.5,283,12,17,17-Dec-0283 12:00:00,280.459655761719,280.775848388672,280.143463134766
103746.5,284,1,17,17-Jan-0284 12:00:00,280.916809082031,281.596038818359,280.237579345703
103776.5,284,2,16,16-Feb-0284 12:00:00,281.296356201172,282.248687744141,280.344024658203
103806.5,284,3,17,17-Mar-0284 12:00:00,281.634704589844,282.887664794922,280.381774902344
103837,284,4,17,17-Apr-0284 00:00:00,281.871765136719,283.418762207031,280.324768066406
103867.5,284,5,17,17-May-0284 12:00:00,281.812591552734,283.319641113281,280.305541992188
103898,284,6,17,17-Jun-0284 00:00:00,281.077514648438,281.802917480469,280.352111816406
103928.5,284,7,17,17-Jul-0284 12:00:00,279.435485839844,278.519409179688,280.351593017578
103959.5,284,8,17,17-Aug-0284 12:00:00,277.830657958984,275.456604003906,280.204681396484
103990,284,9,17,17-Sep-0284 00:00:00,277.788604736328,275.552154541016,280.025024414062
104020.5,284,10,17,17-Oct-0284 12:00:00,278.823059082031,277.658935546875,279.987182617188
104051,284,11,17,17-Nov-0284 00:00:00,279.824981689453,279.535552978516,280.114410400391
104081.5,284,12,17,17-Dec-0284 12:00:00,280.459442138672,280.775604248047,280.143249511719
104112.5,285,1,17,17-Jan-0285 12:00:00,280.916931152344,281.596130371094,280.237701416016
104142,285,2,16,16-Feb-0285 00:00:00,281.296936035156,282.249267578125,280.344604492188
104171.5,285,3,17,17-Mar-0285 12:00:00,281.635864257812,282.888793945312,280.382904052734
104202,285,4,17,17-Apr-0285 00:00:00,281.873565673828,283.420562744141,280.326568603516
104232.5,285,5,17,17-May-0285 12:00:00,281.815155029297,283.322204589844,280.30810546875
104263,285,6,17,17-Jun-0285 00:00:00,281.080871582031,281.806274414062,280.35546875
104293.5,285,7,17,17-Jul-0285 12:00:00,279.439697265625,278.523590087891,280.355773925781
104324.5,285,8,17,17-Aug-0285 12:00:00,277.835723876953,275.461669921875,280.209777832031
104355,285,9,17,17-Sep-0285 00:00:00,277.794586181641,275.558135986328,280.031005859375
104385.5,285,10,17,17-Oct-0285 12:00:00,278.829925537109,277.665802001953,279.994049072266
104416,285,11,17,17-Nov-0285 00:00:00,279.832763671875,279.543334960938,280.122192382812
104446.5,285,12,17,17-Dec-0285 12:00:00,280.468048095703,280.784240722656,280.151885986328
104477.5,286,1,17,17-Jan-0286 12:00:00,280.926330566406,281.605560302734,280.247100830078
104507,286,2,16,16-Feb-0286 00:00:00,281.307037353516,282.259368896484,280.354675292969
104536.5,286,3,17,17-Mar-0286 12:00:00,281.646545410156,282.899475097656,280.393585205078
104567,286,4,17,17-Apr-0286 00:00:00,281.884674072266,283.431671142578,280.337677001953
104597.5,286,5,17,17-May-0286 12:00:00,281.826507568359,283.333557128906,280.319458007812
104628,286,6,17,17-Jun-0286 00:00:00,281.09228515625,281.817687988281,280.366882324219
104658.5,286,7,17,17-Jul-0286 12:00:00,279.450958251953,278.534881591797,280.367065429688
104689.5,286,8,17,17-Aug-0286 12:00:00,277.846588134766,275.472534179688,280.220642089844
104720,286,9,17,17-Sep-0286 00:00:00,277.804779052734,275.568328857422,280.041198730469
104750.5,286,10,17,17-Oct-0286 12:00:00,278.839141845703,277.675018310547,280.003265380859
104781,286,11,17,17-Nov-0286 00:00:00,279.840698242188,279.55126953125,280.130126953125
104811.5,286,12,17,17-Dec-0286 12:00:00,280.474456787109,280.790649414062,280.158294677734
104842.5,287,1,17,17-Jan-0287 12:00:00,280.931060791016,281.610260009766,280.251831054688
104872,287,2,16,16-Feb-0287 00:00:00,281.309967041016,282.262298583984,280.357604980469
104901.5,287,3,17,17-Mar-0287 12:00:00,281.647644042969,282.900573730469,280.394683837891
104932,287,4,17,17-Apr-0287 00:00:00,281.883972167969,283.430969238281,280.336975097656
104962.5,287,5,17,17-May-0287 12:00:00,281.824127197266,283.331176757812,280.317077636719
104993,287,6,17,17-Jun-0287 00:00:00,281.08837890625,281.813781738281,280.362976074219
105023.5,287,7,17,17-Jul-0287 12:00:00,279.445770263672,278.529663085938,280.361846923828
